sale_id,borough,borough_name,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zipcode,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,sale_date_yyyymm,price_per_gross_square_foot
4155,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS                    ,1,8821,14, ,A1,262-04 86TH AVENUE, ,11001,1,0,1,4000,1920,1940,1,A1,738888.00,2017-08-08,2017-08,384.84
4156,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS                    ,1,8826,7, ,A1,258-07 87TH   ROAD, ,11001,1,0,1,4000,1629,1930,1,A1,595000.00,2016-09-15,2016-09,365.25
4157,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS                    ,1,8826,11, ,A0,87-49 258TH   STREET, ,11001,1,0,1,4000,1020,1955,1,A0,540000.00,2017-05-10,2017-05,529.41
4158,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS                    ,1,8830,103, ,A1,87-78 256TH STREET, ,11001,1,0,1,5158,1343,1925,1,A1,620000.00,2016-12-22,2016-12,461.65
4159,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS                    ,1,8831,42, ,A1,87-84 257TH STREET, ,11001,1,0,1,4000,1740,1945,1,A1,660000.00,2017-04-11,2017-04,379.31
4160,4,Queens,FLORAL PARK,02 TWO FAMILY DWELLINGS                    ,1,8776,101, ,B9,83-57 264TH   STREET, ,11004,2,0,2,2200,2704,1970,1,B9,760000.00,2017-01-09,2017-01,281.07
4161,4,Queens,FLORAL PARK,02 TWO FAMILY DWELLINGS                    ,1,8819,33, ,B3,260-08 86TH   AVENUE, ,11001,2,0,2,4000,2529,1950,1,B3,690000.00,2017-01-05,2017-01,272.84
4162,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4288,11, ,A5,141-20 25TH   AVENUE, ,11357,1,0,1,2482,1620,1960,1,A5,750000.00,2017-01-25,2017-01,462.96
4163,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4712,1, ,A0,151-06 WILLETS POINT BLVD, ,11357,1,0,1,5406,1365,1955,1,A0,800000.00,2017-01-17,2017-01,586.08
4164,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4714,39, ,A1,24-32 154TH   STREET, ,11357,1,0,1,5000,1292,1925,1,A1,800000.00,2017-08-10,2017-08,619.20
4165,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4714,44, ,A5,24-50 154TH   STREET, ,11357,1,0,1,1785,1020,1940,1,A5,720000.00,2017-08-18,2017-08,705.88
4166,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4799,1, ,A1,146-05 33RD AVENUE, ,11354,1,0,1,4500,1254,1910,1,A1,645000.00,2017-01-31,2017-01,514.35
4167,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4799,33, ,A2,146-44 32ND   AVENUE, ,11354,1,0,1,3300,760,1915,1,A2,718000.00,2017-04-06,2017-04,944.74
4168,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4799,222, ,A1,32-34 147TH   PLACE, ,11354,1,0,1,3424,1056,1955,1,A1,735000.00,2016-12-01,2016-12,696.02
4169,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4810,145, ,A5,149-49 26TH AVENUE, ,11354,1,0,1,2090,796,1930,1,A5,615000.00,2016-12-29,2016-12,772.61
4170,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4825,1, ,A1,30-37 150TH   PLACE, ,11354,1,0,1,2640,1248,1955,1,A1,735000.00,2017-01-06,2017-01,588.94
4171,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4825,2, ,A1,30-33 150TH   PLACE, ,11354,1,0,1,2700,1282,1955,1,A1,699500.00,2016-11-18,2016-11,545.63
4172,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4829,6, ,A1,32-29 MURRAY LANE, ,11354,1,0,1,2450,1759,1915,1,A1,770000.00,2016-09-07,2016-09,437.75
4173,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4829,17, ,A1,150-66 32ND   AVENUE, ,11354,1,0,1,4000,1449,1930,1,A1,775000.00,2016-10-31,2016-10,534.85
4174,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4830,18, ,A3,151-30 25TH AVENUE, ,11357,1,0,1,4000,2128,1960,1,A3,550024.00,2017-06-26,2017-06,258.47
4175,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4833,29, ,A2,151-48 27TH AVENUE, ,11354,1,0,1,4000,1144,1950,1,A2,800000.00,2016-12-19,2016-12,699.30
4176,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4835,24, ,A1,151-50 29TH AVENUE, ,11354,1,0,1,1927,1560,1999,1,A1,725000.00,2016-09-26,2016-09,464.74
4177,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4845,56, ,A2,154-43 24TH   ROAD, ,11357,1,0,1,4025,1050,1950,1,A2,765000.00,2017-04-07,2017-04,728.57
4178,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4846,28, ,A2,154-44 24TH   ROAD, ,11357,1,0,1,4158,1050,1950,1,A2,700000.00,2016-09-16,2016-09,666.67
4179,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4848,35, ,A2,154-62 25TH DRIVE, ,11354,1,0,1,3800,1184,1955,1,A2,775000.00,2017-04-28,2017-04,654.56
4180,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4848,59, ,A2,154-35 26TH   AVENUE, ,11354,1,0,1,3895,1072,1955,1,A2,780000.00,2017-03-15,2017-03,727.61
4181,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4862,49, ,A0,157-57 24TH   AVENUE, ,11357,1,0,1,4100,1146,1950,1,A0,780000.00,2016-10-17,2016-10,680.63
4182,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4864,15, ,A2,157-20 24TH   ROAD, ,11357,1,0,1,4000,1144,1950,1,A2,777000.00,2017-03-22,2017-03,679.20
4183,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4865,29, ,A2,157-50 25TH AVENUE, ,11357,1,0,1,3700,1196,1950,1,A2,550000.00,2017-01-11,2017-01,459.87
4184,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4886,27, ,A5,160-58 26TH AVENUE, ,11358,1,0,1,1520,1344,1945,1,A5,655000.00,2016-09-02,2016-09,487.35
4185,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4886,31, ,A5,160-68 26TH   AVENUE, ,11358,1,0,1,1520,896,1945,1,A5,670000.00,2017-03-28,2017-03,747.77
4186,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4886,33, ,A5,160-72 26 AVENUE, ,11358,1,0,1,1710,896,1945,1,A5,705000.00,2017-07-17,2017-07,786.83
